CRN;title;courseNO;coursePrefix;timeEnd;timeStart;capacity;actual;credits;isHonors
21386;Managerial Cost Accounting;342;ACC;09:10 pm;06:30 pm;0025;0012;0003;A
22986;Principles of Taxation;344;ACC;11:15 am;10:00 am;0025;0000;0003;A
20397;Accounting Information Systems;356;ACC;03:45 pm;02:30 pm;0025;0000;0003;A
20398;Accounting Information Systems;356;ACC;09:10 pm;06:30 pm;0025;0013;0003;A
24857;Financial Statements Analysis;358;ACC;09:10 pm;06:30 pm;0025;0002;0003;A
20399;Internal Auditing;450;ACC;03:45 pm;02:30 pm;0025;0002;0003;A
21814;Principles of Fraud Examinatio;460;ACC;06:15 pm;05:00 pm;0015;0003;0003;A
22964;International Accounting;475;ACC;09:10 pm;06:30 pm;0005;0002;0003;A
20400;Accounting Honors Thesis;491;ACC;12:00 am;12:00 am;0001;0001;0003;A
21592;Financial Mgmt&Controllership;496W;ACC;02:15 pm;01:00 pm;0020;0000;0003;A
21593;Financial Mgmt&Controllership;496W;ACC;09:10 pm;06:30 pm;0020;0000;0003;A
20401;Directed Studies;497;ACC;12:00 am;12:00 am;0001;0001;0001;A
20402;Directed Studies;498;ACC;12:00 am;12:00 am;0001;0001;0002;A
21106;Directed Studies;499;ACC;12:00 am;12:00 am;0002;0002;0003;A
25615;Accounting Principles;501;ACC;06:15 pm;05:00 pm;0025;0019;0003;A
21594;Contemporary Acctg Info Systms;510;ACC;06:15 pm;05:00 pm;0020;0008;0003;A
23260;Corp Financial Reporting;540;ACC;09:10 pm;06:30 pm;0020;0004;0003;A
25616;Advanced Financial Accounting;541;ACC;09:10 pm;06:30 pm;0020;0011;0003;A
21324;Federal Income Taxation;544;ACC;06:15 pm;05:00 pm;0020;0011;0003;A
21054;Government&Non-Profit Acctg;546;ACC;06:15 pm;05:00 pm;0020;0001;0003;A
20678;Info Sys Audit & Control;548;ACC;09:10 pm;06:30 pm;0020;0012;0003;A
21595;Professional Internal Auditing;550;ACC;09:10 pm;06:30 pm;0010;0004;0003;A
21198;Fraud Examination;560;ACC;06:15 pm;05:00 pm;0010;0000;0003;A
20672;Professional Auditing;567;ACC;09:10 pm;06:30 pm;0020;0000;0003;A
26957;Investment&Tax Fin Planning;572;ACC;09:10 pm;06:30 pm;0020;0007;0003;A
20662;Fedrl Tax of Corp & Partnrshps;585;ACC;09:10 pm;06:30 pm;0020;0003;0003;A
20403;Co-op Education in Accounting;586;ACC;12:00 am;12:00 am;0001;0001;0001;A
23247;Co-op Education in Accounting;586;ACC;12:00 am;12:00 am;0001;0001;0001;A
20404;Accounting Internship;589;ACC;12:00 am;12:00 am;0001;0001;0003;A
21321;Strategic Info & Control Sys;605;ACC;09:10 pm;06:30 pm;0020;0009;0003;A
27122;Strategic Info & Control Sys;605;ACC;09:10 pm;06:30 pm;0020;0013;0003;A
23249;Strategic Cost Management;642;ACC;09:10 pm;06:30 pm;0020;0012;0003;A
22324;Financial Mgmt Nonprofit Orgs;646;ACC;09:10 pm;06:30 pm;0015;0012;0003;A
22965;Int'l Accounting & Taxation;675;ACC;09:10 pm;06:30 pm;0015;0003;0003;A
23649;Electronic Tax Preparation;684;ACC;09:10 pm;06:30 pm;0020;0016;0003;A
24738;Advanced Tax of Corp&Partnrshp;686;ACC;12:00 am;12:00 am;0020;0020;0003;C
20663;Acctg Theory, Research&Policy;696;ACC;09:10 pm;06:30 pm;0020;0007;0003;A
22828;Independent Study;697;ACC;12:00 am;12:00 am;0001;0001;0001;A
21124;Independent Study;699;ACC;12:00 am;12:00 am;0001;0001;0003;A
20405;Business Statistics I;265;DS;11:15 am;10:00 am;0035;0027;0003;A
20406;Business Statistics I;265;DS;12:45 pm;11:30 am;0035;0000;0003;A
21327;Business Statistics I;265;DS;02:15 pm;01:00 pm;0035;0007;0003;A
22669;Business Statistics I;265;DS;03:45 pm;02:30 pm;0035;0023;0003;A
21965;Business Statistics I;265;DS;09:45 am;08:30 am;0035;0025;0003;A
21608;Business Statistics I;265;DS;11:15 am;10:00 am;0035;0022;0003;A
21328;Business Statistics I;265;DS;12:45 pm;11:30 am;0035;0006;0003;A
23669;Business Statistics I;265;DS;03:45 pm;02:30 pm;0035;0024;0003;A
20407;Business Statistics I;265;DS;09:10 pm;06:30 pm;0035;0009;0003;A
26911;Business Statistics I;265;DS;09:10 pm;06:30 pm;0035;0025;0003;A
20408;Independent Study;499;DS;12:00 am;12:00 am;0001;0001;0003;A
23261;Intr Probability&Stats for Bus;501;DS;09:10 pm;06:30 pm;0020;0011;0003;A
26909;Business Research Methods;602;DS;09:10 pm;06:30 pm;0020;0019;0003;A
24719;Economics of Strategy;605;DS;12:00 am;12:00 am;0020;0020;0003;C
20409;Independent Study;699;DS;12:00 am;12:00 am;0001;0001;0003;A
22673;Principles of Finance;350;FIN;11:15 am;10:00 am;0030;0000;0003;A
23250;Principles of Finance;350;FIN;12:45 pm;11:30 am;0030;0000;0003;A
20410;Principles of Finance;350;FIN;03:45 pm;02:30 pm;0030;0008;0003;A
22970;Principles of Finance;350;FIN;06:15 pm;05:00 pm;0030;0022;0003;A
23251;Principles of Finance;350;FIN;11:15 am;10:00 am;0030;0001;0003;A
21648;Principles of Finance;350;FIN;12:45 pm;11:30 am;0030;0001;0003;A
23253;Principles of Finance;350;FIN;03:45 pm;02:30 pm;0030;0018;0003;A
21203;Principles of Finance;350;FIN;06:15 pm;05:00 pm;0030;0016;0003;A
23257;Principles of Finance;350;FIN;09:10 pm;06:30 pm;0030;0002;0003;A
23524;Principles of Finance;350;FIN;09:10 pm;06:30 pm;0030;0000;0003;A
25859;Principles of Finance;350;FIN;12:00 am;12:00 am;0030;0030;0003;S
21204;Fin Mgt for Entrepreneurs;352;FIN;06:15 pm;05:00 pm;0025;0000;0003;A
23254;Investments;354;FIN;09:10 pm;06:30 pm;0025;0000;0003;A
23252;Financial Markets;357;FIN;06:15 pm;05:00 pm;0025;0001;0003;A
23255;Intermediate Financial Theory;359;FIN;11:15 am;10:00 am;0025;0001;0003;A
25617;International Business Finance;370;FIN;09:10 pm;06:30 pm;0025;0000;0003;A
26078;Co-op Education in Finance;387L4;FIN;12:00 am;12:00 am;0002;0002;0003;A
22686;Problems in Financial Managemt;450W;FIN;09:10 pm;06:30 pm;0020;0000;0003;A
21343;Commercial Banking;453;FIN;12:45 pm;11:30 am;0025;0000;0003;A
22966;Independent Study;499;FIN;12:00 am;12:00 am;0001;0001;0003;A
21640;Financial Principles;502;FIN;09:10 pm;06:30 pm;0025;0005;0003;A
25618;International Finance;540;FIN;09:10 pm;06:30 pm;0020;0016;0003;A
20411;Business Fin Markets & Instit;615;FIN;09:10 pm;06:30 pm;0020;0014;0003;A
23256;Financial Admin Policies;620;FIN;09:10 pm;06:30 pm;0020;0010;0003;A
22687;Financial Admin Policies;620;FIN;09:10 pm;06:30 pm;0020;0005;0003;A
26930;Adv Financial Management;660;FIN;09:10 pm;06:30 pm;0020;0019;0003;A
21451;Independent Study;697;FIN;12:00 am;12:00 am;0001;0001;0001;A
21452;Independent Study;698;FIN;12:00 am;12:00 am;0001;0001;0002;A
21263;Independent Study;699;FIN;12:00 am;12:00 am;0001;0001;0003;A
20412;Information Systems for Busine;215;IS;11:15 am;10:00 am;0025;0000;0003;A
20413;Information Systems for Busine;215;IS;11:15 am;10:00 am;0025;0000;0003;A
26947;Information Systems for Busine;215;IS;12:45 pm;11:30 am;0025;0000;0003;A
26948;Information Systems for Busine;215;IS;12:00 am;12:00 am;0000;0000;0003;S
20414;Information Systems for Busine;215;IS;03:45 pm;02:30 pm;0025;0002;0003;A
20415;Information Systems for Busine;215;IS;02:15 pm;01:00 pm;0025;0000;0003;A
21333;Information Systems for Busine;215;IS;09:10 pm;06:30 pm;0025;0019;0003;A
21334;Information Systems for Busine;215;IS;02:15 pm;01:00 pm;0025;0000;0003;A
21335;Information Systems for Busine;215;IS;09:10 pm;06:30 pm;0025;0017;0003;A
23993;Information Systems for Busine;215;IS;03:45 pm;02:30 pm;0025;0000;0003;A
26941;Information Systems for Busine;215;IS;12:00 am;12:00 am;0025;0013;0003;A
26942;Information Systems for Busine;215;IS;12:00 am;12:00 am;0025;0013;0003;A
27370;Google Adwords & Web Pg Design;239;IS;09:10 pm;06:30 pm;0025;0009;0003;A
20416;Intro Web Application Develpmn;247;IS;11:15 am;10:00 am;0025;0008;0003;A
25265;Object-Oriented Appl Develpmnt;315;IS;06:15 pm;05:00 pm;0020;0000;0003;A
21332;Bus Data Comm & Info Security;320;IS;09:10 pm;06:30 pm;0025;0001;0003;A
22327;Google Anlytc & Land Pg Opt;339;IS;09:10 pm;06:30 pm;0025;0020;0003;A
23805;Enterprise Resource Plan&Archi;350;IS;03:45 pm;02:30 pm;0025;0001;0003;A
20417;Data & Information Management;380;IS;12:45 pm;11:30 am;0025;0012;0003;A
27586;Co-op Educ in Info Systems;387L4;IS;12:00 am;12:00 am;0000;0000;0003;A
22274;Business Intelligence;410;IS;12:45 pm;11:30 am;0025;0006;0003;A
23584;Business Mobile Appl Devlpmnt;415;IS;12:45 pm;11:30 am;0025;0000;0003;A
20418;Systems Analysis & Design;417;IS;09:10 pm;06:30 pm;0025;0002;0003;A
20975;IS Project and Risk Management;425;IS;03:45 pm;02:30 pm;0025;0010;0003;A
25294;Intro to Bus Info Tech Audit;437;IS;02:15 pm;01:00 pm;0025;0006;0003;A
21682;IS Strategy,Mgmt&Acquisition;449W;IS;09:10 pm;06:30 pm;0025;0006;0003;A
23886;Independent Study;497;IS;12:00 am;12:00 am;0001;0001;0001;A
21131;Independent Study;499;IS;12:00 am;12:00 am;0002;0001;0003;A
23453;Independent Study;499;IS;12:00 am;12:00 am;0002;0002;0003;A
23585;Business Info Systems;502;IS;09:10 pm;06:30 pm;0005;0004;0003;A
25267;Object-Oriented Programming;510;IS;06:15 pm;05:00 pm;0010;0008;0003;A
21423;Independent Study;599;IS;12:00 am;12:00 am;0003;0003;0003;A
23244;Busines Innovation & Info Tech;605;IS;09:10 pm;06:30 pm;0015;0014;0003;A
21052;Web Applications Development;606;IS;09:10 pm;06:30 pm;0020;0013;0003;A
20419;Systems Analysis & Design;614;IS;09:10 pm;06:30 pm;0020;0010;0003;A
22225;Bus Data Communtns & Security;620;IS;09:10 pm;06:30 pm;0020;0012;0003;A
27196;Information System Consulting;622;IS;12:00 am;12:00 am;0020;0020;0003;C
22526;Web Servers&System Software;624;IS;09:10 pm;06:30 pm;0020;0009;0003;A
20976;IS Project and Risk Mgmt;625;IS;06:15 pm;05:00 pm;0020;0012;0003;A
22226;Bus Process & Identity Mgmt;627;IS;09:10 pm;06:30 pm;0020;0011;0003;A
21331;Database Management Systems;645;IS;09:10 pm;06:30 pm;0020;0011;0003;A
21388;Enterprise Resource Planning;650;IS;09:10 pm;06:30 pm;0020;0008;0003;A
27393;Business Intelligence;662;IS;09:10 pm;06:30 pm;0020;0020;0003;A
21477;Masters Thesis-Info Systems;690;IS;12:00 am;12:00 am;0001;0001;0001;A
21478;Masters Thesis-Info Systems;691;IS;12:00 am;12:00 am;0001;0001;0002;A
21479;Masters Thesis-Info Systems;692;IS;12:00 am;12:00 am;0001;0001;0003;A
21168;Enterprise Info Systms Integra;696;IS;09:10 pm;06:30 pm;0020;0011;0003;A
21631;Tech & Adv;697;IS;12:00 am;12:00 am;0001;0001;0001;A
21655;Independent Study;697;IS;12:00 am;12:00 am;0001;0001;0001;A
21101;Independent Study;699;IS;12:00 am;12:00 am;0001;0001;0003;A
24048;Independent Study;699;IS;12:00 am;12:00 am;0001;0001;0003;A
21369;Intro to Operations Mgmt;374;OM;12:45 pm;11:30 am;0030;0000;0003;A
25297;Intro to Operations Mgmt;374;OM;09:10 pm;06:30 pm;0030;0000;0003;A
25298;Intro to Operations Mgmt;374;OM;02:15 pm;01:00 pm;0030;0000;0003;A
25299;Intro to Operations Mgmt;374;OM;09:10 pm;06:30 pm;0030;0016;0003;A
25300;Intro to Operations Mgmt;374;OM;09:10 pm;06:30 pm;0030;0008;0003;A
25301;Intro to Operations Mgmt;374;OM;02:15 pm;01:00 pm;0030;0000;0003;A
25302;Intro to Operations Mgmt;374;OM;03:45 pm;02:30 pm;0030;0015;0003;A
25296;Intro to Operations Mgmt;374;OM;11:15 am;10:00 am;0030;0000;0003;A
21370;Intro to Operations Mgmt;374;OM;12:45 pm;11:30 am;0030;0000;0003;A
20420;Business Communication;202;MGMT;11:15 am;10:00 am;0030;0011;0003;A
26910;Business Communication;202;MGMT;12:00 am;12:00 am;0025;0000;0003;A
20421;Business Communication;202;MGMT;12:45 pm;11:30 am;0030;0013;0003;A
20424;Business Communication;202;MGMT;02:15 pm;01:00 pm;0030;0005;0003;A
20426;Business Communication;202;MGMT;03:45 pm;02:30 pm;0030;0022;0003;A
21403;Business Communication;202;MGMT;11:15 am;10:00 am;0030;0012;0003;A
20422;Business Communication;202;MGMT;11:15 am;10:00 am;0025;0015;0003;H
20423;Business Communication;202;MGMT;12:45 pm;11:30 am;0030;0007;0003;A
20425;Business Communication;202;MGMT;02:15 pm;01:00 pm;0030;0014;0003;A
20427;Business Communication;202;MGMT;03:45 pm;02:30 pm;0030;0015;0003;A
20428;Business Communication;202;MGMT;09:10 pm;06:30 pm;0030;0024;0003;A
26862;Business Communication;202;MGMT;12:00 am;12:00 am;0025;0025;0003;C
26912;Business Communication;202;MGMT;12:00 am;12:00 am;0025;0000;0003;A
27064;Business Communication;202;MGMT;11:15 am;10:00 am;0030;0030;0003;A
25120;Co-op Education in Management;381L4;MGMT;12:00 am;12:00 am;0010;0010;0001;A
25121;Co-op Education in Management;382L4;MGMT;12:00 am;12:00 am;0010;0010;0002;A
23722;Human Resource Mgmt;384;MGMT;12:00 am;12:00 am;0030;0030;0003;C
27051;Human Resource Mgmt;384;MGMT;09:10 pm;06:30 pm;0030;0011;0003;A
27051;Human Resource Mgmt;384;MGMT;09:10 pm;06:30 pm;0030;0011;0003;A
27051;Human Resource Mgmt;384;MGMT;09:10 pm;06:30 pm;0030;0011;0003;A
27051;Human Resource Mgmt;384;MGMT;09:10 pm;06:30 pm;0030;0011;0003;A
27051;Human Resource Mgmt;384;MGMT;09:10 pm;06:30 pm;0030;0011;0003;A
27051;Human Resource Mgmt;384;MGMT;09:10 pm;06:30 pm;0030;0011;0003;A
27051;Human Resource Mgmt;384;MGMT;09:10 pm;06:30 pm;0030;0011;0003;A
27051;Human Resource Mgmt;384;MGMT;09:10 pm;06:30 pm;0030;0011;0003;A
27051;Human Resource Mgmt;384;MGMT;09:10 pm;06:30 pm;0030;0011;0003;A
27051;Human Resource Mgmt;384;MGMT;12:00 am;12:00 am;0030;0011;0003;A
26998;Human Resource Mgmt;384;MGMT;12:00 am;12:00 am;0030;0030;0003;C
23690;Human Resource Mgmt;384;MGMT;12:00 am;12:00 am;0100;0075;0003;A
23690;Human Resource Mgmt;384;MGMT;11:15 am;10:00 am;0100;0075;0003;A
23690;Human Resource Mgmt;384;MGMT;11:15 am;10:00 am;0100;0075;0003;A
23690;Human Resource Mgmt;384;MGMT;11:15 am;10:00 am;0100;0075;0003;A
23690;Human Resource Mgmt;384;MGMT;11:15 am;10:00 am;0100;0075;0003;A
23690;Human Resource Mgmt;384;MGMT;11:15 am;10:00 am;0100;0075;0003;A
23690;Human Resource Mgmt;384;MGMT;11:15 am;10:00 am;0100;0075;0003;A
23690;Human Resource Mgmt;384;MGMT;11:15 am;10:00 am;0100;0075;0003;A
23690;Human Resource Mgmt;384;MGMT;11:15 am;10:00 am;0100;0075;0003;A
23690;Human Resource Mgmt;384;MGMT;11:15 am;10:00 am;0100;0075;0003;A
23690;Human Resource Mgmt;384;MGMT;11:15 am;10:00 am;0100;0075;0003;A
23690;Human Resource Mgmt;384;MGMT;11:15 am;10:00 am;0100;0075;0003;A
23690;Human Resource Mgmt;384;MGMT;11:15 am;10:00 am;0100;0075;0003;A
23690;Human Resource Mgmt;384;MGMT;11:15 am;10:00 am;0100;0075;0003;A
23690;Human Resource Mgmt;384;MGMT;11:15 am;10:00 am;0100;0075;0003;A
26836;Human Resource Mgmt;384;MGMT;05:45 pm;04:30 pm;0030;0021;0003;A
26836;Human Resource Mgmt;384;MGMT;05:45 pm;04:30 pm;0030;0021;0003;A
26836;Human Resource Mgmt;384;MGMT;05:45 pm;04:30 pm;0030;0021;0003;A
26836;Human Resource Mgmt;384;MGMT;05:45 pm;04:30 pm;0030;0021;0003;A
26836;Human Resource Mgmt;384;MGMT;05:45 pm;04:30 pm;0030;0021;0003;A
26836;Human Resource Mgmt;384;MGMT;05:45 pm;04:30 pm;0030;0021;0003;A
26836;Human Resource Mgmt;384;MGMT;05:45 pm;04:30 pm;0030;0021;0003;A
26836;Human Resource Mgmt;384;MGMT;12:00 am;12:00 am;0030;0021;0003;A
26836;Human Resource Mgmt;384;MGMT;05:45 pm;04:30 pm;0030;0021;0003;A
26836;Human Resource Mgmt;384;MGMT;05:45 pm;04:30 pm;0030;0021;0003;A
26836;Human Resource Mgmt;384;MGMT;05:45 pm;04:30 pm;0030;0021;0003;A
26836;Human Resource Mgmt;384;MGMT;05:45 pm;04:30 pm;0030;0021;0003;A
26836;Human Resource Mgmt;384;MGMT;05:45 pm;04:30 pm;0030;0021;0003;A
26836;Human Resource Mgmt;384;MGMT;05:45 pm;04:30 pm;0030;0021;0003;A
26836;Human Resource Mgmt;384;MGMT;05:45 pm;04:30 pm;0030;0021;0003;A
26914;Human Resource Mgmt;384;MGMT;12:00 am;12:00 am;0025;0000;0003;A
26915;Human Resource Mgmt;384;MGMT;12:00 am;12:00 am;0025;0000;0003;A
23684;Orgznl Behavior & Theory;386;MGMT;02:15 pm;01:00 pm;0100;0012;0003;A
23684;Orgznl Behavior & Theory;386;MGMT;02:15 pm;01:00 pm;0100;0012;0003;A
23684;Orgznl Behavior & Theory;386;MGMT;02:15 pm;01:00 pm;0100;0012;0003;A
23684;Orgznl Behavior & Theory;386;MGMT;02:15 pm;01:00 pm;0100;0012;0003;A
23684;Orgznl Behavior & Theory;386;MGMT;02:15 pm;01:00 pm;0100;0012;0003;A
23684;Orgznl Behavior & Theory;386;MGMT;02:15 pm;01:00 pm;0100;0012;0003;A
23684;Orgznl Behavior & Theory;386;MGMT;02:15 pm;01:00 pm;0100;0012;0003;A
23684;Orgznl Behavior & Theory;386;MGMT;02:15 pm;01:00 pm;0100;0012;0003;A
23684;Orgznl Behavior & Theory;386;MGMT;02:15 pm;01:00 pm;0100;0012;0003;A
23684;Orgznl Behavior & Theory;386;MGMT;02:15 pm;01:00 pm;0100;0012;0003;A
23684;Orgznl Behavior & Theory;386;MGMT;02:15 pm;01:00 pm;0100;0012;0003;A
23684;Orgznl Behavior & Theory;386;MGMT;02:15 pm;01:00 pm;0100;0012;0003;A
23684;Orgznl Behavior & Theory;386;MGMT;02:15 pm;01:00 pm;0100;0012;0003;A
23684;Orgznl Behavior & Theory;386;MGMT;02:15 pm;01:00 pm;0100;0012;0003;A
23684;Orgznl Behavior & Theory;386;MGMT;12:00 am;12:00 am;0100;0012;0003;A
26903;Orgznl Behavior & Theory;386;MGMT;12:00 am;12:00 am;0100;0100;0003;C
27039;Orgznl Behavior & Theory;386;MGMT;12:00 am;12:00 am;0100;0100;0003;C
20429;Orgznl Behavior & Theory;386;MGMT;12:45 pm;11:30 am;0100;0051;0003;A
20429;Orgznl Behavior & Theory;386;MGMT;12:45 pm;11:30 am;0100;0051;0003;A
20429;Orgznl Behavior & Theory;386;MGMT;12:45 pm;11:30 am;0100;0051;0003;A
20429;Orgznl Behavior & Theory;386;MGMT;12:45 pm;11:30 am;0100;0051;0003;A
20429;Orgznl Behavior & Theory;386;MGMT;12:45 pm;11:30 am;0100;0051;0003;A
20429;Orgznl Behavior & Theory;386;MGMT;12:45 pm;11:30 am;0100;0051;0003;A
20429;Orgznl Behavior & Theory;386;MGMT;12:45 pm;11:30 am;0100;0051;0003;A
20429;Orgznl Behavior & Theory;386;MGMT;12:45 pm;11:30 am;0100;0051;0003;A
20429;Orgznl Behavior & Theory;386;MGMT;12:45 pm;11:30 am;0100;0051;0003;A
20429;Orgznl Behavior & Theory;386;MGMT;12:45 pm;11:30 am;0100;0051;0003;A
20429;Orgznl Behavior & Theory;386;MGMT;12:45 pm;11:30 am;0100;0051;0003;A
20429;Orgznl Behavior & Theory;386;MGMT;12:45 pm;11:30 am;0100;0051;0003;A
20429;Orgznl Behavior & Theory;386;MGMT;12:00 am;12:00 am;0100;0051;0003;A
20429;Orgznl Behavior & Theory;386;MGMT;12:45 pm;11:30 am;0100;0051;0003;A
20429;Orgznl Behavior & Theory;386;MGMT;12:45 pm;11:30 am;0100;0051;0003;A
20429;Orgznl Behavior & Theory;386;MGMT;12:45 pm;11:30 am;0100;0051;0003;A
23691;Orgznl Behavior & Theory;386;MGMT;12:00 am;12:00 am;0100;0100;0003;C
26831;Orgznl Behavior & Theory;386;MGMT;03:45 pm;02:30 pm;0030;0010;0003;A
26831;Orgznl Behavior & Theory;386;MGMT;03:45 pm;02:30 pm;0030;0010;0003;A
26831;Orgznl Behavior & Theory;386;MGMT;03:45 pm;02:30 pm;0030;0010;0003;A
26831;Orgznl Behavior & Theory;386;MGMT;03:45 pm;02:30 pm;0030;0010;0003;A
26831;Orgznl Behavior & Theory;386;MGMT;03:45 pm;02:30 pm;0030;0010;0003;A
26831;Orgznl Behavior & Theory;386;MGMT;03:45 pm;02:30 pm;0030;0010;0003;A
26831;Orgznl Behavior & Theory;386;MGMT;03:45 pm;02:30 pm;0030;0010;0003;A
26831;Orgznl Behavior & Theory;386;MGMT;03:45 pm;02:30 pm;0030;0010;0003;A
26831;Orgznl Behavior & Theory;386;MGMT;03:45 pm;02:30 pm;0030;0010;0003;A
26831;Orgznl Behavior & Theory;386;MGMT;03:45 pm;02:30 pm;0030;0010;0003;A
26831;Orgznl Behavior & Theory;386;MGMT;03:45 pm;02:30 pm;0030;0010;0003;A
26831;Orgznl Behavior & Theory;386;MGMT;03:45 pm;02:30 pm;0030;0010;0003;A
26831;Orgznl Behavior & Theory;386;MGMT;03:45 pm;02:30 pm;0030;0010;0003;A
26831;Orgznl Behavior & Theory;386;MGMT;12:00 am;12:00 am;0030;0010;0003;A
26831;Orgznl Behavior & Theory;386;MGMT;03:45 pm;02:30 pm;0030;0010;0003;A
26859;Orgznl Behavior & Theory;386;MGMT;12:00 am;12:00 am;0100;0100;0003;C
26916;Orgznl Behavior & Theory;386;MGMT;12:00 am;12:00 am;0025;0000;0003;A
27074;Orgznl Behavior & Theory;386;MGMT;09:10 pm;06:30 pm;0100;0076;0003;A
27074;Orgznl Behavior & Theory;386;MGMT;09:10 pm;06:30 pm;0100;0076;0003;A
27074;Orgznl Behavior & Theory;386;MGMT;09:10 pm;06:30 pm;0100;0076;0003;A
27074;Orgznl Behavior & Theory;386;MGMT;09:10 pm;06:30 pm;0100;0076;0003;A
27074;Orgznl Behavior & Theory;386;MGMT;09:10 pm;06:30 pm;0100;0076;0003;A
27074;Orgznl Behavior & Theory;386;MGMT;09:10 pm;06:30 pm;0100;0076;0003;A
27074;Orgznl Behavior & Theory;386;MGMT;12:00 am;12:00 am;0100;0076;0003;A
27074;Orgznl Behavior & Theory;386;MGMT;09:10 pm;06:30 pm;0100;0076;0003;A
25122;Co-op Education in Management;387L4;MGMT;12:00 am;12:00 am;0010;0010;0003;A
26917;Intro to Entrepreneurshp;388;MGMT;12:00 am;12:00 am;0025;0000;0003;A
27007;Intro to Entrepreneurshp;388;MGMT;09:10 pm;06:30 pm;0030;0024;0003;A
23670;Intro to Entrepreneurshp;388;MGMT;12:00 am;12:00 am;0030;0030;0003;C
23676;Intro to Entrepreneurshp;388;MGMT;03:45 pm;02:30 pm;0030;0007;0003;A
27062;Intro to Entrepreneurshp;388;MGMT;12:00 am;12:00 am;0025;0025;0003;C
26918;Intro to Entrepreneurshp;388;MGMT;12:00 am;12:00 am;0025;0000;0003;A
27020;Intro to Entrepreneurshp;388;MGMT;12:00 am;12:00 am;0020;0019;0003;A
27020;Intro to Entrepreneurshp;388;MGMT;08:00 pm;03:00 pm;0020;0019;0003;A
27020;Intro to Entrepreneurshp;388;MGMT;02:00 pm;08:00 am;0020;0019;0003;A
27020;Intro to Entrepreneurshp;388;MGMT;05:00 pm;08:00 am;0020;0019;0003;A
25081;Mangrl Commun:Thry&Applc;403;MGMT;12:00 am;12:00 am;0025;0025;0003;C
26919;Mangrl Commun:Thry&Applc;403;MGMT;12:00 am;12:00 am;0025;0000;0003;A
23685;Leadership Theories and Pract;450;MGMT;09:10 pm;06:30 pm;0030;0020;0003;A
23671;Leadership Theories and Pract;450;MGMT;11:15 am;10:00 am;0030;0020;0003;A
23673;Management Skills;460;MGMT;02:15 pm;01:00 pm;0030;0015;0003;A
26920;Management Skills;460;MGMT;12:00 am;12:00 am;0025;0000;0003;A
23674;Management Skills;460;MGMT;09:10 pm;06:30 pm;0030;0013;0003;A
23681;Mgt Responsibility & Ethics;480W;MGMT;09:10 pm;06:30 pm;0025;0010;0003;A
26921;Mgt Responsibility & Ethics;480W;MGMT;12:00 am;12:00 am;0025;0000;0003;A
26922;Mgt Responsibility & Ethics;480W;MGMT;12:00 am;12:00 am;0025;0000;0003;A
23680;Mgt Responsibility & Ethics;480W;MGMT;03:45 pm;02:30 pm;0025;0020;0003;A
23677;Managing the Entrepren Venture;481;MGMT;11:15 am;10:00 am;0030;0017;0003;A
22388;Compensation Administration;482;MGMT;12:45 pm;11:30 am;0030;0013;0003;A
23692;Compensation Administration;482;MGMT;12:00 am;12:00 am;0030;0030;0003;C
27009;Compensation Administration;482;MGMT;12:00 am;12:00 am;0030;0030;0003;C
27040;Compensation Administration;482;MGMT;09:10 pm;06:30 pm;0030;0000;0003;A
27040;Compensation Administration;482;MGMT;12:00 am;12:00 am;0030;0000;0003;A
27040;Compensation Administration;482;MGMT;09:10 pm;06:30 pm;0030;0000;0003;A
27040;Compensation Administration;482;MGMT;09:10 pm;06:30 pm;0030;0000;0003;A
27040;Compensation Administration;482;MGMT;09:10 pm;06:30 pm;0030;0000;0003;A
27040;Compensation Administration;482;MGMT;09:10 pm;06:30 pm;0030;0000;0003;A
27040;Compensation Administration;482;MGMT;09:10 pm;06:30 pm;0030;0000;0003;A
27040;Compensation Administration;482;MGMT;09:10 pm;06:30 pm;0030;0000;0003;A
27040;Compensation Administration;482;MGMT;09:10 pm;06:30 pm;0030;0000;0003;A
26923;Staffing Organizations;483;MGMT;12:00 am;12:00 am;0025;0000;0003;A
23672;Human Resource Development;485;MGMT;03:45 pm;02:30 pm;0030;0007;0003;A
23682;Human Resource Development;485;MGMT;09:10 pm;06:30 pm;0030;0009;0003;A
26860;Organizationl Change&Team Bldg;486;MGMT;09:10 pm;06:30 pm;0030;0014;0003;A
25496;Organizationl Change&Team Bldg;486;MGMT;12:00 am;12:00 am;0030;0030;0003;C
25495;Organizationl Change&Team Bldg;486;MGMT;12:45 pm;11:30 am;0030;0010;0003;A
25123;Co-op Education in Management;487L4;MGMT;12:00 am;12:00 am;0010;0010;0003;A
25098;Field Studies Entreprenuership;488L2;MGMT;02:15 pm;01:00 pm;0015;0004;0003;A
25497;Business Policy;490;MGMT;02:15 pm;01:00 pm;0030;0000;0003;A
25498;Business Policy;490;MGMT;12:45 pm;11:30 am;0030;0000;0003;A
26907;Business Policy;490;MGMT;12:00 am;12:00 am;0025;0025;0003;C
26924;Business Policy;490;MGMT;12:00 am;12:00 am;0025;0000;0003;A
26925;Business Policy;490;MGMT;12:00 am;12:00 am;0025;0000;0003;A
26926;Business Policy;490;MGMT;12:00 am;12:00 am;0025;0000;0003;A
26835;Business Policy;490;MGMT;06:30 pm;05:15 pm;0030;0010;0003;A
26835;Business Policy;490;MGMT;06:30 pm;05:15 pm;0030;0010;0003;A
